ID,Gender,Age,Member Since,Income,# of Orders,,,,,,,,
9067, F,62,20170701,74000,23,,,,,,,,
9068, M,21,20150322,73000,10,,,,,,,,
9069, F,62,20170429,55000,10,,,,,,,,
9070, F,57,20180419,71000,61,,,,,,,,
9071, F,83,20160214,101000,6,,,,,,,,
9072, M,55,20160619,48000,5,,,,,,,,
9073, F,39,20170607,90000,11,,,,,,,,
9074, F,74,20170917,72000,10,,,,,,,,
9075, M,53,20180225,36000,7,,,,,,,,
9076, M,51,20160110,116000,21,,,,,,,,
9077, F,55,20170111,93000,16,,,,,,,,
9078, O,34,20150903,66000,11,,,,,,,,
9079, M,49,20180210,77000,10,,,,,,,,
9080, F,85,20180404,84000,7,,,,,,,,
9081, F,90,20160207,78000,10,,,,,,,,
9082, M,38,20150930,100000,100,,,,,,,,
9083, F,50,20180502,87000,33,,,,,,,,
9084, O,41,20150616,54000,30,,,,,,,,
9085, F,72,20160723,109000,6,,,,,,,,
9086, M,19,20150625,33000,17,,,,,,,,
9087, F,53,20170728,83000,8,,,,,,,,
9088, F,67,20171023,67000,16,,,,,,,,
9089, O,84,20171129,44000,5,,,,,,,,
9090, F,34,20160521,47000,10,,,,,,,,
9091, M,70,20180122,70000,6,,,,,,,,
9092, M,33,20170911,73000,11,,,,,,,,
9093, M,79,20180123,74000,24,,,,,,,,
9094, F,32,20170710,50000,5,,,,,,,,
9095, F,45,20160114,73000,31,,,,,,,,
9096, M,21,20180626,33000,23,,,,,,,,
9097, F,78,20160620,110000,49,,,,,,,,
9098, M,60,20180511,91000,16,,,,,,,,
9099, M,47,20180609,91000,4,,,,,,,,
9100, F,58,20171019,90000,10,,,,,,,,
9101, M,72,20180421,47000,10,,,,,,,,
9102, M,62,20150713,75000,9,,,,,,,,
9103, F,64,20160823,119000,5,,,,,,,,
9104, M,74,20170828,65000,29,,,,,,,,
9105, M,64,20180218,48000,17,,,,,,,,
9106, F,58,20180626,63000,100,,,,,,,,
9107, M,47,20170812,69000,11,,,,,,,,
9108, M,60,20150408,43000,5,,,,,,,,
9109, M,90,20170824,54000,8,,,,,,,,
9110, F,19,20160512,42000,5,,,,,,,,
9111, F,52,20161124,42000,9,,,,,,,,
9112, M,48,20170908,51000,4,,,,,,,,
9113, M,46,20131215,45000,17,,,,,,,,
9114, M,50,20150630,68000,12,,,,,,,,
9115, M,65,20171210,50000,24,,,,,,,,
9116, F,59,20151230,119000,6,,,,,,,,
9117, F,62,20170504,82000,7,,,,,,,,
9118, F,65,20180221,56000,14,,,,,,,,
9119, F,32,20161029,35000,37,,,,,,,,
9120, F,25,20170622,50000,24,,,,,,,,
9121, M,74,20160211,36000,11,,,,,,,,
9122, O,59,20150806,48000,8,,,,,,,,
9123, F,42,20151213,60000,22,,,,,,,,
9124, F,82,20170412,74000,15,,,,,,,,
9125, M,37,20170731,66000,7,,,,,,,,
9126, F,88,20170914,113000,10,,,,,,,,
9127, F,63,20170615,78000,11,,,,,,,,
9128, M,57,20160630,79000,8,,,,,,,,
9129, M,54,20180228,56000,21,,,,,,,,
9130, M,50,20180425,66000,11,,,,,,,,
9131, M,24,20171201,46000,9,,,,,,,,
9132, F,66,20160215,31000,15,,,,,,,,
9133, M,45,20150722,62000,14,,,,,,,,
9134, F,47,20171019,42000,4,,,,,,,,
9135, M,57,20151106,80000,33,,,,,,,,
9136, F,49,20180316,85000,16,,,,,,,,
9137, M,70,20160801,74000,7,,,,,,,,
9138, M,64,20171207,53000,4,,,,,,,,
9139, M,52,20170821,49000,6,,,,,,,,
9140, M,22,20171112,34000,6,,,,,,,,
9141, F,92,20170724,43000,96,,,,,,,,
9142, M,43,20180709,72000,27,,,,,,,,
9143, M,23,20151124,62000,38,,,,,,,,
9144, F,68,20170223,103000,20,,,,,,,,
9145, M,45,20180204,61000,9,,,,,,,,
9146, F,72,20160721,115000,13,,,,,,,,
9147, M,35,20160610,35000,4,,,,,,,,
9148, M,66,20180120,68000,27,,,,,,,,
9149, M,72,20180130,73000,5,,,,,,,,
9150, M,67,20180211,43000,14,,,,,,,,
9151, F,57,20171224,43000,6,,,,,,,,
9152, M,45,20160420,82000,27,,,,,,,,
9153, M,38,20170919,63000,4,,,,,,,,
9154, M,50,20160519,74000,14,,,,,,,,
9155, M,59,20180301,64000,4,,,,,,,,
9156, M,77,20170531,65000,9,,,,,,,,
9157, F,66,20160229,115000,23,,,,,,,,
9158, M,42,20151016,87000,99,,,,,,,,
9159, F,70,20170718,76000,7,,,,,,,,
9160, M,21,20140611,73000,7,,,,,,,,
9161, F,26,20170820,58000,10,,,,,,,,
9162, F,66,20160410,98000,18,,,,,,,,
9163, M,20,20140522,36000,25,,,,,,,,
9164, F,87,20180309,62000,4,,,,,,,,
9165, M,46,20141122,41000,8,,,,,,,,
9166, M,75,20151104,97000,5,,,,,,,,
9167, M,77,20171008,53000,6,,,,,,,,
9168, M,55,20170710,61000,4,,,,,,,,
9169, F,60,20180128,32000,10,,,,,,,,
9170, M,43,20171212,38000,20,,,,,,,,
9171, M,35,20170830,60000,16,,,,,,,,
9172, M,59,20180302,75000,35,,,,,,,,
9173, F,57,20171126,63000,17,,,,,,,,
9174, M,48,20180625,91000,43,,,,,,,,
9175, M,55,20160826,37000,6,,,,,,,,
9176, M,74,20161220,53000,17,,,,,,,,
9177, M,19,20171107,35000,8,,,,,,,,
9178, M,39,20140129,35000,8,,,,,,,,
9179, M,84,20160212,52000,4,,,,,,,,
9180, M,57,20180703,55000,21,,,,,,,,
9181, F,30,20160513,40000,4,,,,,,,,
9182, F,28,20161213,46000,23,,,,,,,,
9183, F,44,20171228,49000,9,,,,,,,,
9184, M,21,20150801,40000,7,,,,,,,,
9185, F,44,20180517,30000,47,,,,,,,,
9186, F,54,20180102,50000,15,,,,,,,,
9187, M,36,20180312,47000,10,,,,,,,,
9188, F,67,20151212,111000,4,,,,,,,,
9189, M,52,20170805,50000,14,,,,,,,,
9190, O,41,20180226,64000,5,,,,,,,,
9191, M,87,20161004,36000,7,,,,,,,,
9192, M,55,20161126,64000,74,,,,,,,,
9193, M,22,20170813,45000,13,,,,,,,,
9194, M,49,20170901,48000,30,,,,,,,,
9195, F,40,20171004,62000,26,,,,,,,,
9196, F,49,20160704,80000,5,,,,,,,,
9197, M,40,20170128,80000,27,,,,,,,,
9198, M,38,20170823,39000,4,,,,,,,,
9199, M,26,20160917,66000,30,,,,,,,,
9200, M,61,20171114,48000,6,,,,,,,,
9201, M,69,20161113,36000,5,,,,,,,,
9202, M,57,20160930,30000,4,,,,,,,,
9203, M,73,20170111,73000,20,,,,,,,,
9204, F,44,20140902,65000,8,,,,,,,,
9205, F,25,20170902,62000,13,,,,,,,,
9206, F,37,20170830,45000,4,,,,,,,,
9207, F,69,20150106,49000,11,,,,,,,,
9208, M,47,20171015,46000,27,,,,,,,,
9209, M,43,20180519,73000,65,,,,,,,,
9210, M,85,20140218,47000,6,,,,,,,,
9211, M,32,20180425,59000,16,,,,,,,,
9212, M,34,20170802,41000,6,,,,,,,,
9213, F,63,20170925,35000,35,,,,,,,,
9214, F,57,20170508,118000,27,,,,,,,,
9215, M,44,20151021,39000,4,,,,,,,,
9216, F,50,20170812,74000,13,,,,,,,,
9217, F,65,20170305,37000,4,,,,,,,,
9218, M,62,20170619,48000,9,,,,,,,,
9219, O,42,20151217,31000,5,,,,,,,,
9220, M,55,20180613,93000,25,,,,,,,,
9221, M,56,20141114,34000,58,,,,,,,,
9222, F,73,20150424,70000,19,,,,,,,,
9223, F,26,20150424,61000,4,,,,,,,,
9224, M,58,20180318,52000,4,,,,,,,,
9225, M,61,20161218,91000,4,,,,,,,,
9226, F,71,20180310,97000,16,,,,,,,,
9227, M,72,20170123,80000,18,,,,,,,,
9228, M,54,20171206,57000,12,,,,,,,,
9229, M,60,20150128,60000,13,,,,,,,,
9230, M,59,20160328,46000,18,,,,,,,,
9231, F,75,20171027,102000,9,,,,,,,,
9232, M,79,20150413,66000,9,,,,,,,,
9233, M,40,20130809,52000,22,,,,,,,,
9234, M,49,20150902,81000,9,,,,,,,,
9235, F,50,20170828,74000,8,,,,,,,,
9236, M,63,20160129,96000,4,,,,,,,,
9237, M,28,20180215,42000,6,,,,,,,,
9238, F,31,20150929,42000,26,,,,,,,,
9239, M,52,20170825,70000,89,,,,,,,,
9240, F,61,20160517,82000,18,,,,,,,,
9241, F,66,20171023,63000,13,,,,,,,,
9242, M,44,20151223,53000,17,,,,,,,,
9243, F,54,20171007,84000,6,,,,,,,,
9244, M,34,20180526,36000,25,,,,,,,,
9245, M,31,20170202,46000,9,,,,,,,,
9246, M,27,20150228,62000,6,,,,,,,,
9247, M,63,20171129,55000,16,,,,,,,,
9248, M,46,20180104,71000,14,,,,,,,,
9249, M,49,20180106,40000,28,,,,,,,,
9250, M,35,20151202,30000,43,,,,,,,,
9251, M,61,20150528,34000,43,,,,,,,,
9252, M,46,20180120,88000,17,,,,,,,,
9253, M,59,20170208,37000,4,,,,,,,,
9254, F,21,20140717,50000,9,,,,,,,,
9255, F,61,20131119,69000,12,,,,,,,,
9256, M,55,20150921,35000,8,,,,,,,,
9257, M,65,20131102,52000,55,,,,,,,,
9258, F,95,20170713,32000,4,,,,,,,,
9259, F,44,20161227,79000,33,,,,,,,,
9260, F,58,20150324,66000,10,,,,,,,,
9261, M,53,20170222,34000,43,,,,,,,,
9262, M,66,20180125,70000,6,,,,,,,,
9263, M,66,20171204,77000,7,,,,,,,,
9264, M,76,20160615,94000,5,,,,,,,,
9265, F,52,20150731,84000,11,,,,,,,,
9266, M,42,20180422,86000,8,,,,,,,,
9267, M,39,20180722,49000,4,,,,,,,,
9268, F,57,20160415,106000,8,,,,,,,,
9269, M,68,20140429,51000,4,,,,,,,,
9270, F,30,20180606,31000,5,,,,,,,,
9271, M,18,20171205,53000,7,,,,,,,,
9272, M,52,20171005,111000,4,,,,,,,,
9273, M,67,20180225,90000,15,,,,,,,,
9274, M,49,20171129,62000,38,,,,,,,,
9275, M,36,20180528,43000,10,,,,,,,,
9276, F,53,20170818,79000,9,,,,,,,,
9277, M,38,20170905,44000,6,,,,,,,,
9278, F,88,20170930,86000,23,,,,,,,,
9279, F,65,20150906,103000,48,,,,,,,,
9280, M,71,20170908,83000,4,,,,,,,,
9281, M,44,20160111,72000,4,,,,,,,,
9282, M,48,20170503,36000,10,,,,,,,,
9283, F,49,20170515,113000,8,,,,,,,,
9284, M,63,20150130,49000,5,,,,,,,,
9285, M,69,20170719,61000,6,,,,,,,,
9286, M,59,20170422,106000,13,,,,,,,,
9287, M,72,20170209,55000,23,,,,,,,,
9288, M,69,20180317,45000,18,,,,,,,,
9289, M,65,20180521,63000,4,,,,,,,,
9290, F,58,20171126,95000,26,,,,,,,,
9291, F,46,20171227,84000,51,,,,,,,,
9292, F,30,20170321,45000,27,,,,,,,,
9293, M,53,20150825,103000,6,,,,,,,,
9294, M,61,20150905,74000,7,,,,,,,,
9295, M,58,20160816,114000,4,,,,,,,,
9296, M,65,20180617,96000,9,,,,,,,,
9297, F,72,20180124,75000,4,,,,,,,,
9298, F,68,20151020,101000,5,,,,,,,,
9299, M,52,20171217,36000,5,,,,,,,,
9300, F,63,20160719,44000,15,,,,,,,,
9301, M,76,20140121,34000,6,,,,,,,,
9302, F,57,20171212,80000,9,,,,,,,,
9303, M,53,20170924,38000,67,,,,,,,,
9304, M,55,20150119,57000,4,,,,,,,,
9305, M,84,20171202,62000,14,,,,,,,,
9306, F,57,20171104,71000,8,,,,,,,,
9307, M,62,20131124,45000,15,,,,,,,,
9308, F,50,20151118,79000,8,,,,,,,,
9309, M,36,20171211,39000,5,,,,,,,,
9310, F,64,20171224,45000,23,,,,,,,,
9311, F,52,20161109,44000,5,,,,,,,,
9312, F,58,20170720,90000,8,,,,,,,,
9313, F,65,20180617,72000,8,,,,,,,,
9314, F,53,20170915,94000,21,,,,,,,,
9315, M,19,20160508,51000,14,,,,,,,,
9316, M,51,20180221,89000,15,,,,,,,,
9317, M,72,20160205,92000,4,,,,,,,,
9318, M,62,20180527,66000,15,,,,,,,,
9319, M,91,20150911,40000,10,,,,,,,,
9320, F,81,20171212,31000,100,,,,,,,,
9321, F,48,20160728,119000,29,,,,,,,,
9322, M,94,20170508,54000,13,,,,,,,,
9323, M,36,20171031,40000,10,,,,,,,,
9324, M,47,20180518,64000,10,,,,,,,,
9325, F,81,20170816,116000,12,,,,,,,,
9326, M,49,20150331,61000,56,,,,,,,,
9327, F,56,20180503,35000,5,,,,,,,,
9328, M,52,20171129,45000,24,,,,,,,,
9329, M,41,20160720,59000,4,,,,,,,,
9330, F,59,20160116,86000,69,,,,,,,,
9331, M,51,20160107,98000,24,,,,,,,,
9332, F,48,20180303,100000,5,,,,,,,,
9333, M,41,20170108,45000,100,,,,,,,,
9334, F,18,20180311,68000,4,,,,,,,,
9335, F,45,20160708,32000,6,,,,,,,,
9336, M,58,20160402,79000,19,,,,,,,,
9337, M,59,20160725,76000,7,,,,,,,,
9338, F,52,20160525,78000,29,,,,,,,,
9339, M,52,20150808,67000,22,,,,,,,,
9340, F,21,20131223,37000,21,,,,,,,,
9341, M,42,20160606,47000,94,,,,,,,,
9342, F,92,20161206,75000,6,,,,,,,,
9343, M,41,20140709,34000,7,,,,,,,,
9344, F,39,20171125,80000,4,,,,,,,,
9345, M,54,20170121,117000,6,,,,,,,,
9346, F,80,20160121,43000,4,,,,,,,,
9347, M,44,20150903,56000,10,,,,,,,,
9348, M,43,20180216,33000,4,,,,,,,,
9349, F,57,20160314,77000,17,,,,,,,,
9350, F,48,20170418,87000,19,,,,,,,,
9351, M,67,20150822,30000,6,,,,,,,,
9352, M,61,20180220,92000,26,,,,,,,,
9353, F,58,20161001,81000,5,,,,,,,,
9354, M,53,20170926,84000,9,,,,,,,,
9355, M,78,20140303,70000,15,,,,,,,,
9356, M,65,20160723,35000,8,,,,,,,,
9357, F,66,20170215,110000,17,,,,,,,,
9358, F,71,20151113,64000,13,,,,,,,,
9359, F,48,20160418,114000,11,,,,,,,,
9360, F,53,20171201,75000,10,,,,,,,,
9361, F,51,20171007,112000,18,,,,,,,,
9362, F,59,20170821,51000,4,,,,,,,,
9363, M,31,20180430,53000,11,,,,,,,,
9364, F,57,20171228,82000,29,,,,,,,,
9365, F,59,20160327,55000,50,,,,,,,,
9366, M,54,20161028,55000,5,,,,,,,,
9367, M,43,20161215,56000,5,,,,,,,,
9368, M,58,20171204,39000,20,,,,,,,,
9369, M,22,20170104,58000,9,,,,,,,,
9370, F,57,20150927,87000,7,,,,,,,,
9371, M,21,20160213,39000,4,,,,,,,,
9372, F,33,20160916,64000,51,,,,,,,,
9373, F,68,20160124,108000,7,,,,,,,,
9374, M,20,20171205,32000,5,,,,,,,,
9375, M,20,20140513,30000,5,,,,,,,,
9376, F,64,20150829,93000,37,,,,,,,,
9377, M,64,20171219,50000,4,,,,,,,,
9378, M,68,20171121,97000,38,,,,,,,,
9379, M,38,20180626,52000,7,,,,,,,,
9380, F,49,20171120,70000,6,,,,,,,,
9381, M,33,20150822,56000,6,,,,,,,,
9382, F,80,20150927,62000,25,,,,,,,,
9383, M,31,20180208,58000,9,,,,,,,,
9384, M,20,20170411,48000,7,,,,,,,,
9385, F,68,20160118,77000,4,,,,,,,,
9386, F,32,20171010,71000,5,,,,,,,,
9387, M,52,20171228,50000,13,,,,,,,,
9388, M,50,20160314,81000,5,,,,,,,,
9389, F,71,20171128,89000,7,,,,,,,,
9390, M,41,20150407,70000,21,,,,,,,,
9391, M,56,20151118,72000,13,,,,,,,,
9392, F,57,20160313,60000,10,,,,,,,,
9393, M,74,20171212,36000,4,,,,,,,,
9394, M,73,20180726,58000,5,,,,,,,,
9395, F,59,20170603,54000,4,,,,,,,,
9396, F,94,20180321,86000,18,,,,,,,,
9397, M,28,20161218,64000,11,,,,,,,,
9398, F,68,20170615,74000,6,,,,,,,,
9399, M,88,20150802,112000,13,,,,,,,,
9400, F,81,20160416,116000,5,,,,,,,,
9401, F,92,20180305,95000,22,,,,,,,,
9402, M,59,20170820,55000,4,,,,,,,,
9403, M,39,20150929,61000,6,,,,,,,,
9404, F,36,20170521,71000,9,,,,,,,,
9405, O,51,20180506,55000,8,,,,,,,,
9406, M,36,20171214,36000,12,,,,,,,,
9407, M,42,20171125,46000,16,,,,,,,,
9408, F,47,20170810,53000,5,,,,,,,,
9409, F,58,20151007,62000,14,,,,,,,,
9410, M,34,20180107,31000,52,,,,,,,,
9411, M,23,20170817,44000,17,,,,,,,,
9412, M,49,20170823,70000,7,,,,,,,,
9413, M,44,20160417,96000,26,,,,,,,,
9414, F,38,20150218,69000,4,,,,,,,,
9415, F,66,20171108,77000,25,,,,,,,,
9416, F,58,20160129,76000,4,,,,,,,,
9417, M,73,20160625,46000,17,,,,,,,,
9418, M,56,20160224,72000,17,,,,,,,,
9419, M,38,20170801,67000,20,,,,,,,,
9420, M,21,20180207,48000,48,,,,,,,,
9421, F,34,20161230,68000,7,,,,,,,,
9422, M,57,20171026,42000,33,,,,,,,,
9423, M,26,20180703,35000,22,,,,,,,,
9424, M,34,20180527,38000,15,,,,,,,,
9425, F,62,20180212,96000,10,,,,,,,,
9426, F,65,20180621,92000,13,,,,,,,,
9427, M,68,20180507,34000,6,,,,,,,,
9428, F,57,20171113,52000,19,,,,,,,,
9429, M,23,20140519,37000,43,,,,,,,,
9430, M,21,20150627,34000,6,,,,,,,,
9431, M,80,20171205,81000,9,,,,,,,,
9432, M,34,20171023,46000,55,,,,,,,,
9433, F,32,20171206,71000,13,,,,,,,,
9434, M,64,20170928,88000,13,,,,,,,,
9435, M,49,20160412,84000,6,,,,,,,,
9436, F,37,20180604,43000,59,,,,,,,,
9437, M,29,20171112,43000,100,,,,,,,,
9438, M,30,20160731,64000,15,,,,,,,,
9439, M,52,20160913,81000,11,,,,,,,,
9440, F,68,20180101,78000,13,,,,,,,,
9441, M,52,20161210,106000,52,,,,,,,,
9442, F,37,20180324,33000,4,,,,,,,,
9443, F,72,20140426,57000,5,,,,,,,,
9444, F,54,20160211,37000,15,,,,,,,,
9445, M,72,20150111,83000,7,,,,,,,,
9446, M,50,20171004,56000,13,,,,,,,,
9447, F,67,20151019,75000,8,,,,,,,,
9448, M,36,20171211,38000,7,,,,,,,,
9449, M,35,20180125,37000,12,,,,,,,,
9450, M,36,20150312,42000,13,,,,,,,,
9451, F,59,20151127,100000,6,,,,,,,,
9452, F,42,20171125,61000,58,,,,,,,,
9453, M,65,20180215,52000,6,,,,,,,,
9454, F,59,20161206,79000,4,,,,,,,,
9455, M,60,20161203,68000,6,,,,,,,,
9456, M,57,20180424,71000,6,,,,,,,,
9457, F,65,20180110,81000,5,,,,,,,,
9458, F,68,20170928,76000,14,,,,,,,,
9459, M,50,20180314,67000,30,,,,,,,,
9460, F,59,20170316,104000,4,,,,,,,,
9461, F,48,20180102,76000,46,,,,,,,,
9462, F,80,20180210,118000,8,,,,,,,,
9463, M,47,20160513,43000,4,,,,,,,,
9464, M,61,20180620,65000,8,,,,,,,,
9465, M,74,20170923,55000,29,,,,,,,,
9466, F,38,20150516,35000,11,,,,,,,,
9467, F,43,20170811,74000,6,,,,,,,,
9468, M,22,20180427,36000,29,,,,,,,,
9469, F,85,20180715,71000,17,,,,,,,,
9470, M,36,20180717,42000,9,,,,,,,,
9471, M,47,20161123,60000,4,,,,,,,,
9472, M,27,20180115,68000,8,,,,,,,,
9473, M,63,20160324,116000,46,,,,,,,,
9474, M,32,20140201,47000,7,,,,,,,,
9475, F,61,20160117,59000,17,,,,,,,,
9476, F,28,20180327,62000,88,,,,,,,,
9477, M,48,20160821,80000,6,,,,,,,,
9478, F,53,20151209,52000,8,,,,,,,,
9479, M,21,20170730,50000,6,,,,,,,,
9480, M,67,20180313,62000,4,,,,,,,,
9481, M,37,20161228,77000,29,,,,,,,,
9482, M,60,20170822,91000,34,,,,,,,,
9483, M,53,20170825,38000,11,,,,,,,,
9484, M,45,20170830,89000,7,,,,,,,,
9485, F,62,20140123,69000,11,,,,,,,,
9486, F,62,20180505,99000,55,,,,,,,,
9487, M,59,20171003,84000,19,,,,,,,,
9488, M,79,20170919,60000,15,,,,,,,,
9489, F,45,20160430,51000,5,,,,,,,,
9490, F,79,20180511,41000,10,,,,,,,,
9491, F,82,20170819,115000,4,,,,,,,,
9492, F,66,20151210,93000,6,,,,,,,,
9493, M,47,20160307,47000,46,,,,,,,,
9494, M,32,20151015,75000,19,,,,,,,,
9495, M,22,20180516,56000,15,,,,,,,,
9496, F,50,20171122,66000,4,,,,,,,,
9497, M,25,20180720,63000,4,,,,,,,,
9498, F,70,20171027,86000,10,,,,,,,,
9499, F,51,20171030,51000,6,,,,,,,,
9500, M,37,20180123,63000,86,,,,,,,,
9501, F,55,20171123,74000,47,,,,,,,,
9502, M,73,20171005,117000,13,,,,,,,,
9503, F,89,20151126,87000,47,,,,,,,,
9504, F,32,20170402,31000,5,,,,,,,,
9505, F,45,20171123,88000,4,,,,,,,,
9506, F,58,20171112,87000,9,,,,,,,,
9507, M,45,20161229,56000,14,,,,,,,,
9508, F,78,20170815,81000,10,,,,,,,,
9509, M,79,20171006,76000,28,,,,,,,,
9510, F,41,20170810,79000,4,,,,,,,,
9511, M,73,20171019,116000,11,,,,,,,,
9512, M,71,20171127,55000,56,,,,,,,,
9513, F,72,20160410,118000,100,,,,,,,,
9514, M,64,20161018,37000,31,,,,,,,,
9515, M,65,20180108,70000,4,,,,,,,,
9516, F,48,20150730,61000,49,,,,,,,,
9517, M,71,20161108,76000,18,,,,,,,,
9518, M,28,20140128,66000,11,,,,,,,,
9519, M,41,20170831,94000,54,,,,,,,,
9520, F,82,20170323,87000,27,,,,,,,,
9521, F,34,20171116,70000,6,,,,,,,,
9522, M,63,20180624,32000,13,,,,,,,,
9523, F,62,20160323,102000,4,,,,,,,,
9524, F,67,20161013,33000,19,,,,,,,,
9525, M,51,20180530,43000,4,,,,,,,,
9526, F,72,20171117,61000,7,,,,,,,,
9527, M,21,20140810,34000,13,,,,,,,,
9528, M,26,20160225,33000,24,,,,,,,,
9529, F,50,20171007,53000,18,,,,,,,,
9530, F,57,20171028,102000,31,,,,,,,,
9531, F,59,20170525,96000,25,,,,,,,,
9532, M,50,20140228,69000,17,,,,,,,,
9533, M,74,20170114,49000,26,,,,,,,,
9534, M,61,20180206,32000,99,,,,,,,,
9535, F,57,20170520,49000,19,,,,,,,,
9536, M,30,20150927,43000,25,,,,,,,,
9537, M,34,20180314,33000,6,,,,,,,,
9538, M,22,20180714,60000,11,,,,,,,,
9539, F,81,20170423,87000,5,,,,,,,,
9540, M,51,20171026,47000,6,,,,,,,,
9541, F,67,20130731,58000,28,,,,,,,,
9542, M,55,20160909,95000,8,,,,,,,,
9543, F,65,20180619,48000,37,,,,,,,,
9544, M,78,20180430,46000,10,,,,,,,,
9545, M,54,20160429,54000,18,,,,,,,,
9546, O,100,20160629,83000,4,,,,,,,,
9547, F,74,20161103,57000,12,,,,,,,,
9548, M,63,20160925,49000,6,,,,,,,,
9549, M,59,20171013,35000,20,,,,,,,,
9550, M,67,20171016,63000,4,,,,,,,,
9551, M,54,20140527,60000,21,,,,,,,,
9552, M,69,20180130,58000,72,,,,,,,,
9553, M,94,20161002,82000,6,,,,,,,,
9554, M,42,20161031,61000,14,,,,,,,,
9555, M,28,20170917,43000,8,,,,,,,,
9556, F,55,20170815,71000,19,,,,,,,,
9557, M,59,20170811,88000,15,,,,,,,,
9558, F,73,20160909,57000,11,,,,,,,,
9559, M,72,20180527,42000,18,,,,,,,,
9560, M,31,20160819,36000,7,,,,,,,,
9561, M,66,20180107,72000,30,,,,,,,,
9562, O,47,20180214,79000,7,,,,,,,,
9563, M,65,20171210,78000,5,,,,,,,,
9564, F,41,20180126,53000,4,,,,,,,,
9565, M,70,20150105,30000,5,,,,,,,,
9566, M,49,20180309,68000,5,,,,,,,,
9567, F,83,20170816,56000,7,,,,,,,,
9568, F,49,20170507,73000,11,,,,,,,,
9569, F,77,20170423,43000,7,,,,,,,,
9570, M,70,20150404,52000,5,,,,,,,,
9571, M,34,20171110,32000,6,,,,,,,,
9572, M,35,20180623,69000,6,,,,,,,,
9573, F,95,20180627,44000,25,,,,,,,,
9574, M,40,20170409,46000,10,,,,,,,,
9575, M,57,20160109,64000,7,,,,,,,,
9576, M,62,20161111,89000,4,,,,,,,,
9577, F,60,20180322,51000,75,,,,,,,,
9578, F,54,20170911,119000,21,,,,,,,,
9579, M,69,20150729,34000,9,,,,,,,,
9580, M,52,20180708,51000,17,,,,,,,,
9581, F,73,20171107,90000,4,,,,,,,,
9582, M,58,20140619,34000,23,,,,,,,,
9583, M,32,20180716,70000,10,,,,,,,,
9584, F,76,20160118,100000,11,,,,,,,,
9585, F,26,20150629,71000,13,,,,,,,,
9586, F,36,20180701,70000,6,,,,,,,,
9587, F,37,20150906,78000,8,,,,,,,,
9588, F,63,20180529,75000,20,,,,,,,,
9589, F,85,20170425,95000,26,,,,,,,,
9590, O,68,20180325,33000,5,,,,,,,,
9591, M,57,20170908,68000,24,,,,,,,,
9592, F,68,20170802,101000,20,,,,,,,,
9593, F,48,20170807,32000,12,,,,,,,,
9594, M,84,20160914,93000,18,,,,,,,,
9595, F,66,20171220,39000,7,,,,,,,,
9596, M,52,20170928,92000,23,,,,,,,,
9597, M,55,20180605,55000,19,,,,,,,,
9598, M,84,20180330,36000,17,,,,,,,,
9599, F,60,20160510,79000,4,,,,,,,,
9600, F,33,20170228,50000,6,,,,,,,,
9601, M,24,20140802,42000,18,,,,,,,,
9602, F,77,20160603,31000,23,,,,,,,,
9603, F,27,20171015,41000,4,,,,,,,,
9604, M,87,20150513,43000,4,,,,,,,,
9605, F,71,20151015,85000,14,,,,,,,,
9606, M,47,20170731,38000,21,,,,,,,,
9607, F,78,20180514,89000,5,,,,,,,,
9608, M,62,20180726,34000,16,,,,,,,,
9609, M,56,20171126,73000,6,,,,,,,,
9610, F,48,20160329,66000,6,,,,,,,,
9611, M,38,20161102,58000,4,,,,,,,,
9612, M,51,20171228,73000,6,,,,,,,,
9613, F,34,20171003,51000,38,,,,,,,,
9614, F,70,20171008,57000,12,,,,,,,,
9615, M,40,20160117,80000,29,,,,,,,,
9616, M,40,20150304,34000,5,,,,,,,,
9617, M,54,20180615,40000,8,,,,,,,,
9618, M,48,20171214,57000,26,,,,,,,,
9619, F,93,20171106,79000,5,,,,,,,,
9620, M,43,20180101,60000,7,,,,,,,,
9621, F,56,20171102,62000,20,,,,,,,,
9622, M,21,20170915,46000,8,,,,,,,,
9623, F,78,20180406,74000,6,,,,,,,,
9624, M,67,20171122,83000,5,,,,,,,,
9625, F,65,20170907,67000,7,,,,,,,,
9626, F,61,20160616,37000,8,,,,,,,,
9627, F,63,20160422,58000,10,,,,,,,,
9628, M,73,20171008,99000,32,,,,,,,,
9629, F,79,20160831,92000,5,,,,,,,,
9630, F,67,20180721,95000,7,,,,,,,,
9631, M,30,20180518,58000,5,,,,,,,,
9632, M,65,20160814,55000,18,,,,,,,,
9633, M,65,20161222,89000,5,,,,,,,,
9634, F,82,20141211,33000,4,,,,,,,,
9635, F,35,20171017,33000,9,,,,,,,,
9636, O,76,20171019,64000,13,,,,,,,,
9637, F,81,20180517,44000,10,,,,,,,,
9638, M,30,20171112,56000,6,,,,,,,,
9639, M,54,20180610,63000,6,,,,,,,,
9640, F,64,20171218,52000,16,,,,,,,,
9641, F,89,20160723,99000,14,,,,,,,,
9642, F,62,20171225,79000,28,,,,,,,,
9643, M,66,20180711,108000,9,,,,,,,,
9644, F,62,20160620,83000,4,,,,,,,,
9645, M,48,20180409,31000,9,,,,,,,,
9646, M,53,20171026,71000,8,,,,,,,,
9647, M,45,20180324,46000,7,,,,,,,,
9648, M,37,20160222,44000,6,,,,,,,,
